Fecha,Real_PM2.5,Predicted_PM2.5
2021-01-01,28.59485530546624,22.295474943955547
2021-01-02,23.465408805031448,24.019564454982337
2021-01-03,16.42367601246106,20.097383657664878
2021-01-04,23.16,24.526495381784624
2021-01-05,22.694444444444443,27.248703946838
2021-01-06,20.473214285714285,21.80408835254444
2021-01-07,21.035820895522388,27.02596692530959
2021-01-08,23.66565349544073,22.82293906430243
2021-01-09,18.70833333333333,15.491137060713873
2021-01-10,11.92192192192192,9.110344117411938
2021-02-01,11.536332179930795,16.644212112407253
2021-02-02,23.850162866449512,23.71145054260754
2021-02-03,19.142857142857142,19.785579408000128
2021-02-04,25.42950819672131,26.17492798306271
2021-02-05,29.486206896551725,28.470885198425222
2021-02-06,22.687116564417177,24.134917264195373
2021-02-07,24.276785714285715,29.68770558679122
2021-02-08,16.262686567164177,19.59716642229834
2021-02-09,22.976119402985077,21.533070413353848
2021-02-10,23.55654761904762,25.048633427306346
2021-03-01,31.161194029850748,51.86335193298259
2021-03-02,34.64741641337386,37.03705074126864
2021-03-03,28.71207430340557,35.26323481101724
2021-03-04,25.911475409836065,34.993114374391546
2021-03-05,25.95016611295681,29.171485336053465
2021-03-06,27.00986842105263,30.356076273690796
2021-03-07,23.65771812080537,25.506335815645233
2021-03-08,25.9903536977492,31.458257434781373
2021-03-09,19.864238410596027,24.05226496934162
2021-03-10,19.865319865319865,24.15041230012847
2021-04-01,11.745398773006135,17.70026212069361
2021-04-02,6.968965517241379,13.382318551548286
2021-04-03,15.437908496732026,15.197793937459464
2021-04-04,15.914473684210526,18.299207006375493
2021-04-05,18.81379310344828,23.28017758747572
2021-04-06,19.750819672131147,21.99610641168375
2021-04-07,19.003115264797508,19.500395588501803
2021-04-08,23.89389067524116,26.675000134653605
2021-04-09,24.53205128205128,24.290084260222855
2021-04-10,24.771704180064308,25.034693079492854
2021-05-01,31.84193548387097,21.90108129035309
2021-05-02,27.209003215434084,23.33400576246498
2021-05-03,23.706451612903223,19.988303261411257
2021-05-04,25.89130434782609,25.801679494906594
2021-05-05,30.25249169435216,27.46643510200563
2021-05-06,18.48,14.143613612216857
2021-05-07,15.933797909407666,15.688343392299911
2021-05-08,22.56508875739645,20.353214263405356
2021-05-09,25.464285714285715,20.703984122447356
2021-05-10,22.027027027027028,19.900443689579426
2021-06-01,22.123595505617978,24.18023315077811
2021-06-02,12.865102639296188,14.10391681886415
2021-06-03,15.877245508982035,14.482263217459172
2021-06-04,19.079178885630498,17.256054669039926
2021-06-05,22.977337110481585,17.553211321205357
2021-06-06,17.1484593837535,15.800248257411804
2021-06-07,14.430594900849858,18.780739834309763
2021-06-08,19.95808383233533,22.58244344568142
2021-06-09,27.34375,23.470898231602344
2021-06-10,11.495081967213114,13.592489145908942
2021-07-01,12.012158054711248,10.273987087242295
2021-07-02,11.222950819672132,9.58499318381539
2021-07-03,10.644654088050316,10.44754135100044
2021-07-04,18.06269592476489,14.617826486786193
2021-07-05,20.03448275862069,16.48754694090471
2021-07-06,24.11764705882353,21.564108431600857
2021-07-07,27.645454545454545,23.69261846272156
2021-07-08,15.347432024169184,15.376665023317488
2021-07-09,9.433898305084746,9.77057500760127
2021-07-10,17.811912225705328,16.709963372531707
2021-08-01,16.4955223880597,15.033183249374002
2021-08-02,14.665625,14.66621934441164
2021-08-03,12.374251497005988,11.134891938798644
2021-08-04,16.4792899408284,13.715468672920032
2021-08-05,12.753581661891117,11.139960478463891
2021-08-06,14.359773371104817,13.476270121256853
2021-08-07,18.60833333333333,15.714650862039386
2021-08-08,13.942528735632184,10.576561010090845
2021-08-09,15.792284866468842,13.583453481376491
2021-08-10,14.119402985074627,14.646818665404153
2021-09-01,12.389655172413793,13.153711192090936
2021-09-02,11.819727891156464,11.299441182569677
2021-09-03,12.277173913043478,10.834810928675331
2021-09-04,16.121052631578948,11.475290600623698
2021-09-05,15.029333333333334,13.787661314117509
2021-09-06,11.94535519125683,11.21268059138365
2021-09-07,10.825757575757576,11.272237507332255
2021-09-08,12.828478964401295,10.1672165763612
2021-09-09,11.160237388724036,11.124974033474013
2021-09-10,9.729577464788733,11.034899022639536
2021-10-01,11.848765432098766,12.959618948090535
2021-10-02,18.687830687830687,16.664701981383892
2021-10-03,11.991202346041057,8.945112258357819
2021-10-04,8.15170278637771,7.558472299128199
2021-10-05,6.779503105590062,7.771056543357669
2021-10-06,10.725761772853186,10.079698459828245
2021-10-07,15.202072538860104,17.339504994112982
2021-10-08,12.71875,17.13807590376741
2021-10-09,19.476608187134502,18.34804090342085
2021-10-10,8.449799196787149,10.420600098982097
2021-11-01,19.445054945054945,21.665917791481398
2021-11-02,14.486567164179103,17.26310790156893
2021-11-03,17.52394366197183,19.40345348378292
2021-11-04,20.2992125984252,22.74155951503325
2021-11-05,20.065753424657533,20.60903823038806
2021-11-06,16.058171745152354,18.48508234269458
2021-11-07,14.11830985915493,16.318182113221745
2021-11-08,18.63095238095238,19.30726659100261
2021-11-09,25.967532467532468,26.35694213607688
2021-11-10,25.29558011049724,26.40039189902261
2021-12-01,16.556270096463024,21.041893334639244
2021-12-02,12.198250728862972,16.453632638614884
2021-12-03,18.72079772079772,20.35602251538675
2021-12-04,18.23684210526316,22.35148013197194
2021-12-05,19.42972972972973,21.671540946600707
2021-12-06,27.266318537859007,27.24464488960648
2021-12-07,22.478991596638654,23.59080566367536
2021-12-08,29.25994694960212,28.055483180912336
2021-12-09,38.79946524064171,35.226058458802335
2021-12-10,35.94262295081968,34.365027580872436
2022-01-01,58.41483516483517,59.068136122967026
2022-01-02,20.53257790368272,27.017307802411427
2022-01-03,28.67058823529412,31.08002860404218
2022-01-04,32.527687296416936,31.361223558607957
2022-01-05,27.703125,30.813163443145154
2022-01-06,25.186746987951807,25.46478636720209
2022-01-07,19.76737160120846,21.91682594166426
2022-01-08,21.957831325301203,20.598812822060765
2022-01-09,14.951951951951951,16.368430149054106
2022-01-10,13.878980891719744,16.742791408581876
2022-02-01,12.029900332225914,13.646327624007704
2022-02-02,13.623762376237623,20.141971934067044
2022-02-03,11.218430034129693,12.860952295317043
2022-02-04,10.969594594594597,16.578193589296625
2022-02-05,23.206451612903223,26.016887106600592
2022-02-06,20.17628205128205,21.990073231412318
2022-02-07,20.208469055374596,19.145734259158015
2022-02-08,26.62962962962963,24.220370815365932
2022-02-09,14.486792452830189,16.396030830623864
2022-02-10,10.2625,15.520217195707007
2022-03-01,17.862676056338028,26.690273182437647
2022-03-02,21.452554744525543,27.023532900045343
2022-03-03,24.53900709219858,32.388520823716256
2022-03-04,22.04635761589404,28.332880131795992
2022-03-05,19.008982035928145,21.179165909844222
2022-03-06,21.301492537313436,24.2644752197224
2022-03-07,21.17611940298508,24.051706521581877
2022-03-08,15.78978978978979,18.800325780386526
2022-03-09,10.642105263157896,13.481533320184967
2022-03-10,13.809859154929578,18.775979309984113
2022-04-01,27.42038216560509,31.401504183691923
2022-04-02,32.882506527415146,35.605228509772175
2022-04-03,29.991202346041057,34.681615302328396
2022-04-04,25.75070821529745,36.922860075893034
2022-04-05,23.00574712643678,25.650086341180533
2022-04-06,32.66310160427808,35.47862276365377
2022-04-07,31.75668449197861,64.25087138894197
2022-04-08,34.77197802197802,33.53310077453566
2022-04-09,32.94561933534743,27.28704220066459
2022-04-10,23.08132530120482,20.065331122414204
2022-05-01,24.933098591549296,24.251277110671413
2022-05-02,26.55208333333333,25.443108840347453
2022-05-03,29.58662613981763,32.174314065986366
2022-05-04,30.37458193979933,35.54404576600376
2022-05-05,33.65993265993266,37.068080249143556
2022-05-06,30.523364485981308,31.9512784948462
2022-05-07,22.57638888888889,24.783892939841984
2022-05-08,26.13915857605178,28.746865333143937
2022-05-09,23.915129151291517,27.024680787134233
2022-05-10,18.774193548387096,22.364470626535862
2022-06-01,14.602150537634408,17.484182451374178
2022-06-02,9.681159420289855,13.345411992087334
2022-06-03,13.848375451263538,18.43756896892731
2022-06-04,20.09375,22.211596877973765
2022-06-05,18.56794425087108,19.829719517303086
2022-06-06,15.636363636363637,23.054332202645536
2022-06-07,20.83070866141732,27.8353799546939
2022-06-08,27.39271255060729,31.22460994625049
2022-06-09,12.88936170212766,14.389844946256686
2022-06-10,14.656521739130437,17.829547548558384
2022-07-01,18.67961165048544,21.444023121017104
2022-07-02,18.347432024169184,18.91334723275059
2022-07-03,14.945859872611464,14.610092758116823
2022-07-04,9.210116731517507,10.455012574644373
2022-07-05,9.615384615384617,14.289140516183863
2022-07-06,19.75,18.336187730959978
2022-07-07,15.156666666666666,16.012128378981632
2022-07-08,15.664451827242525,15.219279857655508
2022-07-09,13.764150943396226,13.861526954059864
2022-07-10,15.355263157894736,13.258349389725362
2022-08-01,10.316091954022989,12.641637900270519
2022-08-02,18.115987460815045,16.845005515391332
2022-08-03,16.897832817337463,17.219108115471073
2022-08-04,17.702857142857145,21.608142758416875
2022-08-05,16.871148459383754,18.192100235692656
2022-08-06,18.18361581920904,18.8558774524978
2022-08-07,12.929230769230768,12.2824617390973
2022-08-08,9.25089605734767,8.957935489504093
2022-08-09,12.49655172413793,12.332069103406205
2022-08-10,14.672597864768685,14.905095690645721
2022-09-01,9.9468085106383,10.948068433029816
2022-09-02,7.483050847457627,8.410135075183751
2022-09-03,7.471544715447155,7.4062123453244295
2022-09-04,7.390350877192983,7.381310273979957
2022-09-05,4.872727272727273,6.610587184560027
2022-09-06,12.942567567567568,12.68096756697302
2022-09-07,10.34313725490196,10.267829678783507
2022-09-08,8.448717948717949,9.156657783323432
2022-09-09,15.326283987915408,16.201889972148027
2022-09-10,16.047169811320753,17.247587970217438
2022-10-01,23.07361963190184,22.554992236692463
2022-10-02,21.81869688385269,20.45853374017488
2022-10-03,25.56772334293948,23.995412759875904
2022-10-04,22.08150470219436,23.026527186548556
2022-10-05,23.8,19.58213856724001
2022-10-06,17.365079365079364,14.86102939876853
2022-10-07,13.9054441260745,14.40699569875995
2022-10-08,7.305084745762712,8.081028935761276
2022-10-09,5.074175824175824,6.682944351582302
2022-10-10,7.148760330578512,10.206273186423806
2022-11-01,29.026315789473685,22.578921097632154
2022-11-02,24.489473684210527,18.98372393166877
2022-11-03,26.58244680851064,23.167751163813428
2022-11-04,24.665768194070083,22.786380373444473
2022-11-05,28.183333333333334,21.329057416539403
2022-11-06,26.92559523809524,23.616078223367598
2022-11-07,14.03088803088803,18.33683392868626
2022-11-08,9.445229681978798,11.409140645610796
2022-11-09,14.76602564102564,16.91714238813318
2022-11-10,17.649700598802394,19.920315484229068
2022-12-01,14.106951871657754,16.260703167335684
2022-12-02,22.08262108262108,22.35151189570879
2022-12-03,22.266666666666666,19.142251166862625
2022-12-04,10.247887323943662,13.860888822974331
2022-12-05,19.505347593582886,25.154272243197727
2022-12-06,25.388739946380696,26.601330409137113
2022-12-07,24.394736842105264,25.343769876961993
2022-12-08,27.584269662921347,26.59975887765647
2022-12-09,35.11797752808989,26.139590364645606
2022-12-10,23.88795518207283,20.734119100085774
2023-01-01,58.079754601227,32.01683419207037
2023-01-02,11.467084639498433,8.987840737450222
2023-01-03,11.524096385542167,10.870126390349094
2023-01-04,22.201704545454547,21.058498081662677
2023-01-05,22.336158192090394,22.202213912000502
2023-01-06,22.952112676056338,22.379711567179452
2023-01-07,24.710227272727277,23.03080026382988
2023-01-08,20.40223463687151,22.181402512433465
2023-01-09,27.48870056497175,26.736517921794007
2023-01-10,28.31283422459893,27.53427155415522
2023-02-01,26.45084745762712,29.40882374609618
2023-02-02,21.18092105263158,27.708097891185968
2023-02-03,18.062706270627064,22.78428278713441
2023-02-04,22.60576923076923,28.085574714622762
2023-02-05,15.320689655172414,21.48950996289984
2023-02-06,18.05128205128205,22.406593232605697
2023-02-07,23.381410256410252,24.945711593646525
2023-02-08,28.226190476190474,29.049999586382693
2023-02-09,26.871641791044777,26.029693224025934
2023-02-10,27.47530864197531,29.282665118298915
2023-03-01,24.15748031496063,26.694134305821855
2023-03-02,23.047619047619047,28.483824483109952
2023-03-03,19.296296296296298,28.063019927050114
2023-03-04,20.93103448275862,23.60969477401964
2023-03-05,23.825065274151434,29.57542995530062
2023-03-06,22.631147540983605,33.49221081664332
2023-03-07,19.406779661016948,27.440917400337657
2023-03-08,22.461748633879782,26.6965366214725
2023-03-09,21.462184873949575,25.79712182499871
2023-03-10,20.7103825136612,26.599717369658016
2023-04-01,26.704918032786885,29.84672598445276
2023-04-02,26.76635514018692,31.562658313259362
2023-04-03,27.831658291457288,32.47404349990634
2023-04-04,27.816023738872403,30.049718118767156
2023-04-05,27.43202416918429,31.03245157300453
2023-04-06,26.74084507042253,31.825310984759962
2023-04-07,19.976190476190474,18.551298854569534
2023-04-08,24.025280898876403,20.558257411837868
2023-04-09,20.11549295774648,19.350673341420528
2023-04-10,19.09148264984227,19.463496318429392
2023-05-01,22.32930513595166,21.81613902565201
2023-05-02,26.272727272727277,27.6632811467914
2023-05-03,33.084848484848486,36.9126321957124
2023-05-04,31.41212121212121,37.16403113100033
2023-05-05,37.05059523809524,31.814036866287758
2023-05-06,32.398753894081,30.264577494110412
2023-05-07,20.6742671009772,21.85600813766303
2023-05-08,19.08026755852843,21.822366785093404
2023-05-09,20.47703180212014,22.415575169719123
2023-05-10,23.496402877697843,22.662078273105752
